text,label
Listemageren Designer fonts for postcards by Klaus Johansen. ,7
Isene PDM A compact introduction to PDM for complex electro-mechanical products in large enterprises. Offers advisory services for PDM project assessment and implementation. ,1
"FinkCommander A graphical user interface for Fink. (only for Jaguar, as of version 0.5.0) ",16
"Some Art Applets by Daniel Pitts A growing collection of small applets with source code. Mandelbrot fractals, Conways Game of Life, and spinning stars are just some of the applets appearing here. ",13
m-ti The Mobile Technology Institute Wireless training and certification for IT professionals. The first and only vendor-neutral wireless networking training and certification program. ,6
"Mamima E-commerce solutions, custom-tailored web-based user services, portal-based customizable interfaces, extranet and intranet solutions. ",11
"Bachmann Software and Services Specializes in the development of high quality software applications for the PalmPilot, Windows CE, RIM, and Psion platforms. ",2
"JavaFX Developer Includes sample code, bug database, and documentation. ",11
"CodePlex Free open source project hosting from Microsoft. It provides a source code repository with access over Subversion, CodePlex Client, Teamprise Explorer, Visual Studio Team Explorer. It has an issue tracking system, a forum for discussions, a release management system and wiki pages. CodePlex doesn't support the GPLv3 license but GPLv2 is allowed. ",12
"Vemuri, V. Rao University of California, Davis - Digital Media, Soft Computing, Neural Networks, Genetic Algorithms, Numerical Methods. ",3
"All Credentials Offers self-paced, computer-based training for leading certifications. ",6
Context in AI A contact point on the Web for researchers who are interested in the many roles of context in artificial intelligence. ,0
"Visual Solutions Studios Inc Providers of 3-D computer simulations, image compositing, presentations and video production. ",11
RecipeBook XML A markup language designed to allow sharing of recipes electronically. ,5
ChumpChop Provides free games for Nokia phones. ,10
"TuneTracker System Automation software for broadcast over the air, the Internet, an intranet, lpfm, community stations, and on-hold radio. BeOS. ",11
"CONTACT Software GmbH CONTACT Software provides solutions for CAD data management, product data management (PDM) and product lifecycle management (PLM). In addition CONTACT offers consulting and training services. ",1
Dr.Bob's Delphi 4 Book Reviews This page will contains the latest book reviews of the available Delphi 4 books (updated when new books are published). ,13
"C-Tech, Inc. Multivendor replacement parts distributor selling new and used servers and workstations. ",8
Redundant Array of Inexpensive Disks (RAID) Tutorial with online tools for storage efficiency and reliability calculation. ,8
Java Open Source Software A directory of open source software focused on java. ,12
"Wikipedia: Sun Microsystems Encyclopedia article about the computer company, including history and details of their software and hardware portfolios. ",2
"The Linux Foundation A non-profit consortium dedicated to fostering the growth of Linux, and promoting standardization and technical collaboration. Provides details of activities and working groups, a collaboration forum, and developer services. ",12
"Link Commander Link manager with a build-in browser. Can be used as a stand alone or with Internet Explorer , Netscape Navigator, Mozilla , NetCaptor, and Opera. ",16
Samba Server Allows any filing system and directory path on RISCOS to be exported and shared with Unix/Linux and Windows. ,17
FarCry Core Open-source Content Management System running on ColdFusion MX platform. Support for SQL databases. ,12
"dnsadmin A web control panel for dns administrators. DNS information is stored in mysql and can be output to either BIND or tinydns files. (C) [GNU/Linux, Unix] ",12
"Francis Audio-Visual Sells, services and rents LCD projectors for major brands. Complete specifications on current models available. ",8
"Vertica Systems High-speed, self-tuning column-oriented SQL database management software for data warehousing and business intelligence. ",2
"Amari, Shun-ichi Neural network learning, information geometry. ",0
EuroCalc A little program to convert between Euro and the previous european currencies. ,16
"CGSS Develop AutoCAD applications for surveying, GIS, coordinate and database connectivity, and related utilities, targeted at the mining industry. ",1
"Wainwright, Martin Statistical signal and image processing, natural image modelling, graphical models. ",0
"Font Mesa Develops western Truetype and Type1 for Windows and Mac, and logo fonts. ",7
"Iridian Technologies Offers security authentication software and hardware for physical facilities, commerce, and computer networks. ",15
"RFC 2922 Physical Topology MIB. A. Bierman, K. Jones. September 2000. ",9
PicPuter Complete easy to program computer running on a PIC microcontroller. A free alternative to the Basic STAMP. ,2
"Tiger Girl's Web Trip Neon, plastic, chrome and rock graphics. ",7
MiKTeX Thai Extension A program to easily install Thai language extension for MiKTeX. ,16
pstoedit Program to translate PostScript and PDF files into other vector graphics formats. ,5
"Black Maria Studios Create 2D, 3D and Flash animation for film, TV, web CD, and offer character design, traditional and digital art, illustration, web design, Flash and Shockwave game development, and graphic design. Located in Valencia, Spain. ",11
"Typos Type &amp; Image Design Distributes fonts from various foundries. Also provides typographic and corporate identity services. Based in Zurich, Switzerland. [Windows, MacOS] ",7
XML Query Engine Full-text search engine component for XML. ,5
Computer Security Now Computer security news and information now for the less security oriented members of the community. ,15
Computer Training Schools A directory of schools and information to assist people and companies seeking computer training. ,6
Advanced Email Extractor Designed to extract email addresses from web pages on the Internet using HTTP and HTTPS protocols and from HTML files on local disks. [Win95/98/Me/NT/2000] ,16
GlobFX Technologies Swiff Chart for offline and online Flash charts generation; Swiff Saver and SWF extractor tools. ,11
"Groupe Datakit Data Exchange Tool Kit for conversion between native and neutral CAD/CAM formats, as well as libraries offering the same functionality. ",1
Dees Backgrounds Border backgrounds in a diversity of styles. ,7
"Barrel Processor Growing article, with links to many related topics. [Wikipedia ",8
University of Edinburgh - Institute for Adaptive and Neural Computation Theoretical and empirical study of brain processes and artificial learning systems. ,0
"4u-depot.com Provides computer cables, inkjet cartridges, networking supplies, USB solutions, additional computer accessories, and select music products. ",8
"Pleo Dinosaur Ning social network with videos, photos, forums, and groups. ",14
"ANNIE Conferences Artificial Neural Networks In Engineering - Held in November in St. Louis, Missouri, USA. ",0
"Benchmark Comparison of NetBSD 2.0 and FreeBSD 5.3 This paper by Gregory McGarry presents a suite of benchmarks and results for comparing the performance of these operating systems. The benchmarks target core operating system functionality, server scalability and thread implementation. ",16
"Bernstein, Herbert J. Dowling College - Bioinformatics, data representation, molecular graphics, laboratory automation, numerical linear algebra, networking and data communications, software engineering. ",3
"NASA Ames Research in Computational Sciences NASA's largest AI research division. Specializes in robotics, autonomous reasoning, machine learning, automatic programming, and novel human/machine interfaces and interactions. ",0
"The Sito Group - IT Support Solutions Computer consultants, serving small and medium-sized organizations in northeast Ohio. IT support and maintenance solutions include advice on buying computers, computer upgrades, computer troubleshooting, computer networking, and network security. ",4
"N. Shaw and Associates Providing business and corporate LAN/WAN networks, Unix and Windows NT systems administration. ",4
Toon Clipart High quality cartoon clipart in high resolution EPS (vector) format for either Mac or Windows. ,7
"webservices.XML.com Web Services XML.com subsite. Development resources and solutions, features timely news, opinions, and tutorials, interactive forums, and newsletters. ",13
"Android Open Handset Developers Provides developers-oriented resources about the mobile platform : discussion boards, download repository and news. ",17
Genetic Programming Contains information on genetic algorithms and programming techniques. Sponsors a genetic programming contest in java. ,0
"SIGIR: Information Retrieval ""Addresses issues ranging from theory to user demands in the application of computers to the acquisition, organization, storage, retrieval, and distribution of information."" ",3
"ACT Trainer Provides customized onsite training in ACT software and Microsoft office. Located in Texas, United States. ",6
Bison Components Memory specialist that focuses on high-speed upgrades for notebooks and sun workstations. ,8
"Professor Martin Smith's Robotics Resource A robotics resource guide. Includes information on events, student projects, books, magazines, CD-ROMs, kits, and component suppliers. ",14
"Mozian and Associates Floppy disk, DVD, CD, CDR, and video duplication, packaging and printing. ",8
"FlexiMusic Programs to generate, compose, edit, compress and DJ. Downloads available. Windows. ",11
"Lush Group Inc Development of custom applications, including web-based and Tablet PC solutions. Also offer data collection tools, like the Emergency Management Communication System, which allows real-time analysis of field collected data. ",2
"MFA Forum Association of corporate members comprised of vendors, carriers, users and consultants committed to the implementation of Frame Relay in accordance with national and international standards. ",5
"3D Wallpapers Free Designs generated with Bryce, Terragen or Vue d'Esprit for PC or Mac. 800x600 or 1024x768. ",16
"E32Frodo Open source Commodore 64 emulator. Includes downloads and documentation. [Nokia 9210, Series 60, ER5] ",10
"Westrex International Manufacturer of heavy duty thermal and impact printer solutions for the kiosk, gaming, point of sale and banking, requirements. ",8
Australian Web Resources Free Australian graphics and animations. ,7
Topseos.com Offers request for proposal submittal services. ,9
"iSec Services Pvt Ltd. Provides international clients with audits, risk assessments and compliance analysis. Specialises in SOX and BS 7799 compliance. ",15
"Intelligent Robotics Research Centre (IRRC) The IRRC at Monash University in Australia conducts research primarily in mobile robot navigation, machine perception and manipulation. ",14
"The Association of Certified IT Professionals (ACITP) Offers IT qualifications including web design, Office XP, desk top skills, programming, and computer maintenance. ",6
Search Banter SEO-related subjects. ,9
Creative Breakthroughs Inc. Michigan network consulting and integration firm specializing in thin-client technology. ,4
"Protovision One of the last commercial software and hardware developers on C-64 involved in development and publishing of new games, operating systems, applications, hardware, and paper publications. ",17
"GSpot Windows tool identifying codecs in container formats like AVI, MPEG and MP4. ",11
"Port Huron Robotics Club PHBots is based in Port Huron, Michigan, United States. Includes a mailing list and resource links. PHBots hosts weekly Internet based chat sessions. ",14
Cygnetron Provides embedded communications and IP network management software to the datacom and telecom industries. ,2
ABCUpload .NET ASP.NET file upload component with progress bar and file corruption auto-fixing. Unicode and MacBinary compatible. By WebSupergoo. ,13
Antivirus Policy Requirements for effective virus detection and prevention. Written for a laboratory environment but easy to adapt for other settings. [MS Word] ,15
"Scotsmist Personal Computer Support Offers content about personal computer hardware and peripherals, news, software issues, articles and short stories. ",2
"Phyton, Inc. In-circuit emulators, compilers, assemblers, programmers, integrated development systems for embedded micro controllers - 8051, 80196, PIC micro, AVR, and other MCUs. ",2
"Google Data APIs Blog Official blog of the company about the GData API, its news and tips for developing with it. ",2
"Privacy Cleaner Pro Erase Internet Explorer history, cookies, cache, and more to protect your privacy. ",15
The Unofficial Delphi Bug List Worth a look especially for the latest Delphi problems. ,13
RealWebCo Ecommerce capable hosting with FTP and SSL support. ,9
"i-TotalSecurity Consulting Ltd A research and training organization providing IT and information security governance training, practical security skills, incident handling, and digital forensics. Located in Hong Kong. ",15
"Electronic Media Communication Supplier of coax and optical fiber catv products and solutions like subonet solution, home network and hfc network. ",5
Hunt and Gather Web and CD-ROM development agency focusing on the computer medium. ,11
"Innovative Teknology Data communications and networking, optical switching and internet communications. Located in Hebron, KY. ",5
"Bowers Freelance Software Specializing in small business software development including VB, .NET and C++. Based in Colorado. ",2
Girl Audio Loop Mixing Software MIDI-enabled audio loop mixing instrument. ,11
"LeoTel Software Systems Specialists in creating bespoke embedded software systems, engineered to provide added functionality and control to the products and processes of European manufacturers. ",2
Wikipedia - Open Source Long article with examples. ,12
"UniqMinds Provides mobile messaging software products for mobile operators. UniqMinds' PEAKm is a mobile services platform enabling Mobile Operators to connect, deploy and manage mobile messaging services efficiently. ",10
Critical Recovery Data recovery and password removal services for all versions of QuickBooks files. ,15
"Mobile Content Writers Writers, who develop the text and concepts for mobile content and wireless entertainment. ",10
Probill Security and alarm billing software for Windows 3.1. ,16
"Harte Technologies Specializes in developing kernel-mode drivers for Windows NT, 2000, XP, including WDM, USB, and NDIS drivers. ",13
Software Beret Model-Based Software Tools To Automate Embedded Software Development ,2
"iEmbed Technologies Design and development of product prototypes, protocol and driver development, product re-engineering, embedded and realtime operating systems. ",2
"Marvelicious Background Sets Background sets in several categories, including angels, Victorian, floral and pets. ",7
"OPX List at McAleely.com A list of OPXs (OPL extensions) for EPOC, Psion and Geofox PDA's. ",10
"Ecma Office Open XML File Formats Overview Official details about the format, and links to technical information. ",5
"SuperVision Enterprise Management Suite Software supplies the ability to identify, evaluate, resolve and automate any task, event or response on virtually every mainframe and midrange platform in a data center, including MVS, VW, VSE, TPF, UNIX, AS/400, NT, S/390 and HMC. ",16
"W3Courses offers email based courses in programming, office applications and graphics. ",6
"Fonts a Go-Go Original free fonts for Windows, such as the girly Teen Crush family and the popular Crackwhore. ",7
Hexus.net Hardware news and reviews. ,8
Badencorp CATIA engineering consulting firm specializing in 3D CAD/CAM skills products and services. ,4
"MegaPath National VPN provider delivering networks DSL, Satellite, Wireless, T1, frame relay, and ATM to multi-location businesses in the US. ",5
Re-Source Hardware Perform data recovery on obsolete or hard-to-find hard drives. ,8
"Metrocom Communications, Inc. Sells data communication equipment including channel banks, routers, ISDN modems and routers. ",5
"TouchStar Technologies A global, full service mobile computing provider offering consulting, development, project management, hardware, software, implementation and support. ",10
"Essential XUL Programming Online companion site to the book, from Wiley, by Vaughn Bullard and Kevin T. Smith. Includes chapter overview, code samples, and errata. ",5
"William H. Calvin Theoretical neurophysiologist and author of ""The Cerebral Code"", and ""How Brains Think"". ",0
"LogiSoft AR Ltd. SNMP software development tools for Windows. C++ Class libraries, Visual Basic ActiveX controls, MIB compiler, SNMP utilities, C++/VB source code generator. SNMP Testing and performance tuning utilities. ",16
LAN Schaeffer IT Instructor-led certified training and testing services. Training in English or German. Federal Pricing for DOD customers and supporting contractors. Located in Germany. ,6
"Saxonhurst Group Incorporated Offers the visual CAFM software FACET for managing all aspects of office space planning, including moves, adds and change processes. ",1
"TurboCAD File Library An open TurboCAD user group that administers and maintains an archive library of files for use with TurboCAD, accessible to members. ",1
"Web Hunting: Design of a Simple Intelligent Web Search Agent ""The goal of this article is to introduce the reader to the basic elements of an intelligent agent, and then apply those elements to a Web search agent to provide the framework for the construction of a simple intelligent Web search agent."" Published in Crossroads, the ACM student magazine. ",0
"JustMail Offers e-mail access via any Java enabled browser. Includes feature description, online demo, and trial download. ",16
StrataDev Inc. Provider of specialized software engineering solutions and system integration services. ,4
"Saffron Solutions, LLC Provides Linux, Solaris, Cisco, and Juniper consulting services, also web hosting and training services. Arlington, Massachusetts. ",4
Xnet Solutions Manufactures rack mount firewall appliances and related network equipment. ,15
Talkgate Sends smarter SMS to all mobile networks in Australia. ,10
Exam Zone Offers practice test questions for a variety of certification exams. ,6
"5 Star Support Free technical support and troubleshooting. Offer self-help resources, forum and newsletter. ",2
"Wegner, Peter Brown University - Interaction, compound and active document systems (such as OpenDoc, JavaBeans and ActiveX), object oriented programming, and programming languages. ",3
"Hackerz Design Software Russian ZX Spectrum demo group. Offers downloads of their products, including demos, utilities, graphics and music. (In Russian and English) ",17
"Matjaz's Gopher Client Offers an open source client for Windows, includes screen shots and a list of interesting links. ",9
"Open Invention Network An intellectual property company that was formed to promote Linux. It acquires patents and makes them available royalty-free to any company, institution or individual that agrees not to assert its patents against the Linux System. ",12
"Linux WLAN Wireless LAN products for Linux users, open source developers, and embedded system developers. ",5
"OFFSite Archive of freely downloadable fonts arranged by font designer/foundry or alphabetically by format (Postscript, OpenType, Truetype). ",7
"Punkymoods All mood drawings by the original Unkymoods creator, Marc Lutz. Used with permission. Add unique hand-drawn mood emoticons to your personal website or weblog. ",7
"Easy Hi-Q Converter Converts multiple audio file types at once, formats include MP3, WMA 9, WAV, Ogg, MP2, ADPCM, GSM 6.10, DSP, VOX. ",11
MediaCell Video Converter Software for MP4/3GP file conversion of portable video device such as iPod/PSP/Mobile Devices. ,11
Hellkvist Produces Mmslib which is a PHP library for encoding and decoding MMS. ,10
AudioCommander Command-line and interface converter for over a dozen audio formats. ,11
Project Management Certification Resources Resource site for project managers seeking PMI/PMP certifications. ,6
"FreeSMUG - Free and OpenSource Software Mac User Group Tutorial, news, help for end-users with free and OpenSource Mac software. ",17
"Center for Robotics and Manufacturing Systems, University of Kentucky Research center established in 1986 to provide manufacturing technological assistance for Kentucky's industries. Specializes in applied machine vision and industrial robotics. ",14
"Cram Session Cram sheets with the key points for MCSE, Novell and A+ exams plus general information on certification. ",6
"Stuttgart, University Faculty of Computer Science. Computer architecture, computing software, dialogue systems, formal concepts of computer science, graphical engineering systems, intelligent systems, programming languages, software engineering, theoretical computer science, parallel and distributed systems, image understanding, integrated systems engineering and large system simulation. ",3
Carlo Gavazzi Computing Solutions Designs and manufactures a wide range of multiport synchronous and asynchronous multiport serial controllers for Sun Solaris. ,8
Zen Spider Website Information and tools for language writers and programmers. ,13
Prodraw Graphics Offers 3D animation collection and professionally designed animated GIFs for download. ,7
Tellus Group Taiwanese manufacturer of wireless network products. ,5
"TUSC Consulting services specializing in helping companies optimize their investment in Oracle technology including Oracle applications, business intelligence, project management, custom development, troubleshooting, tuning, and remote database support. ",4
"Creativity Pool A global pool of innovation and new ideas. People can browse the database and search for creative inspiration, or donate their unused creativity and be rewarded. ",12
Bloggle Offers the news of the company day by day. ,2
XMX Home Page An X Protocol Multiplexor ,16
"PNG Information, applications, and code relating to the PNG image format. ",5
"Valesky, Tom Includes EJB information and links from the author of the Addison-Wesley EJB book. ",13
"Distributed Genetic Programming Framework A scalable, distributed Java genetic programming environment. It comes with a specialization for evolving assembler-syntax algorithms that could run on sensor nodes. ",0
"Intertechnology Data and instrumentation products. Tape drives, libraries, and software. ",8
"MST Communications Professional multimedia, audio visual, graphics and website solutions for presentation, internet and print. ",11
Tamil Ringtones Database Features free Tamil ringtones for Nokia mobile phone. ,10
75634 Percent Signs Stripped from Batch File Text ,16
Mobile3DWorld Mobile 3D game portal and community. ,10
"Helix Media delivery platform for streaming multimedia productions. Supports RTSP/RTP delivery of AVI, WAV, MP3, and MOV files, as well as RTSP delivery of RealAudio and RealVideo [Server, Proxy, and SDK; source available] ",9
"FlamingText.com Create and find all kinds of quality graphics for web pages and other uses headings, buttons, arrows and other page elements, just like the pros. ",7
OwnYourPhone Enables users to create custom ringtones from their own music and transfer the tones directly to their phones. ,10
Maxgrafx A multimedia designer/developer based in Holland. ,11
Dollz Haven Free prep cartoon dolls organized by category and background images organized by color. ,7
Forensic Ideas Freeware utility to decrypt and display information in Windows protected storage area. ,15
Open Source Software Directory Provides a list of open source software organized by categories. ,12
Dvdplusrw.org Dedicated to the DVD+RW recordable DVD format. ,8
"VortexBox Turns a computer into an easy to use music server/jukebox by automatically ripping CDs to FLAC and MP3 files, ID3 tagging the files and downloading the cover art. Also able to serve the files to a network. Based on Fedora GNU/Linux. ",12
Free Software Advocacy Focuses on connections between free software and community development and on free software in Australia. ,12
Player/Stage Player is a language and platform independent network server for robot control. Stage simulates a population mobile robots in a 2D environment. Both are Free Software written in C++ and licensed under GNU GPL. ,14
"Free Software Foundation Latin America (FSFLA) Regional branch of the FSF. Includes background information, membership details, newsletters, and mailing list archives. ",12
"VaporWare VaporWare are the creators of such commercial products as VoyagerNG, Microdot II, AmIRC, AmFTP, AmigaNCP, AmTelnet, AmTerm, AmTalk, and NetInfo. ",17
"Giantsequoia Daily news and opinion links, updated twice a day. ",17
Wideman - Comparative Glossary of Project Management Terms Glossary of Project Management Terms ,6
"Team 1743 - the Short Circuits A FIRST Robotics Team from Pittsburgh, PA. ",14
"Mitsubishi Electric Global Website Mitsubishi Electric Corporation, Global Website. Covering products and locations worldwide, as well as offering search facilities for group companies sites. ",2
"California Institute of Technology (Cal Tech) Pasadena, California ",3
OpenSourceTutorials.com Tutorials covering ranging from beginner to advanced levels with forums for extra support if needed while researching. ,13
New Breed Software Home of 'XL Search' where you can search ftp sites for Atari 8-bit programs. Also has Atari games and utilities. ,17
Celtic Clip Art From Ireland Free Irish and Celtic clip art from Ireland to download in a variety of categories. ,7
"ZVON XML Tutorial This is the main page for ZVON's and quite excellent XML tutorial site. Topics range from XML v. 1.0 to XSL, WML, SVG and the DOM. ",5
"Priya's Paradise Cartoon doll makers, adoptable dolls and web graphics. ",7
"Ada-Europe An international organization, set up to promote the use of Ada. ",13
RFC 0047 BBN's Comments on NWG/RFC 33. W.R. Crowther. April 1970. ,9
"Stover Data Systems Data management and acquisition. Database programming, custom software development, computer skills training, web design and virtual hosting. Located in Farmington. ",4
"558 Design Offers website and logo design, hosting, search engine optimization, and submission. ",9
RFC 3225 Indicating Resolver Support of DNSSEC. D. Conrad. December 2001. ,9
"24x7learning E-learning services through internet or intranet, on information technology as well as management skills focused on working professionals and corporate clients. ",6
"Software and Embedded Systems Software, firmware, and web development for instrument manufacturers. ",2
"Flash Templates Source A resource where you can buy flash components, flash menus, flash galleries, flash effects, flash banners and more. ",7
Matt Lindsay Freelance CAD designer and Mechanical engineer. Available for hire on large and small projects and a repository of tips and information. ,1
Meta Tags - 123 Submit Pro Tips on getting a better search engine ranking. ,5
"BitMagic A C++ classes library implementing bitvectors with several types of on-the-fly, adaptive compression. Can be used in databases and search systems. [Open source, MIT License] ",13
"Western Australian Macintosh User Group WAMUG offers meeting schedules, mailing lists, committee, member list, services, and membership information. ",17
XNGR XML Browser An open source browser and editor framework written in Java. Development information and downloads. ,5
OrangeCD Suite Software that automatically catalogs music CDs and organizes MP3 collection into a searchable database. ,11
"OS Config Links to freely available programming tutorials for C, C++, Visual Basic as well to software drivers for BeOS, Linux, Windows 95/98/NT/2000, and fonts. ",13
Free Web Space 20 Mb. Banner ad on each page. Browser uploads. Email forwarding. CGI scripts and website tools. URL: 'http://yoursite.freewebspace.com/'. ,9
"NetSurf Features its own layout engine. Site includes documentation, screen-shots, developer information, and downloads. (C) [RiscOS, GNU/Linux, AmigaOS, BeOS] ",12
"Commerce Computer Corporation New and refurbished peripherals, mainframe, midrange and thin client technologies. ",8
"ICG, Inc. Conducts Internet-based investigations to identify individuals and groups engaging in improper or illegal activities. ",15
BuyFonts Vendor of TrueType and PostScript fonts. Browse alphabetically or by style. [Windows] ,7
AS400online Web and computer based training for information technology skills. Includes an AS400 virtual lab. ,6
Accolade Systems Development outsourcing and project management services. ,2
"Liburdi Automation, Inc. Liburdi Automation is a manufacturer of high precision, vision based LAWS, Dabber and Pulsweld power sources, multi-axes articulated motion systems and controllers for applications in turbine, aerospace, nuclear, industrial and automotive industries. ",14
Content Management and Edit Data Exchange Article on formats interoperability in audio and video content. ,5
Time&amp;Technology Inc. (USA) produces NextTime and HandLink software for the HandPunch biometric reader by Recognition Systems. ,15
"Aladdin Makers of eToken, a USB based smart card device for network access and for securing electronic business applications. ",15
"@Macarlo, Incorporated News and evaluations about software and hardware for OS/2, UNIX, Windows NT and Mac OS. ",16
The Security Practitioner The ISO 27001 Perspective: An Introduction to Information Security is a guide to ISO/IEC 27001 and 27002 in the form of an HTML help file. ,15
"Litman, Diane J. University of Pittsburgh. Spoken dialogue for intelligent tutoring systems, reinforcement learning for optimizing spoken dialogue agents, prosodic analysis of misrecognitions and corrections, plan recognition. ",0
"Armenian Fonts &amp; Drivers More than 60 Armenian fonts, all ArmScii standard-compliant. Keyboard drivers and tutorial to install, read and type in Armenian Standard fonts. ",7
"University of Arkansas Macintosh User Group Meeting information, news, articles, and member list. ",17
Team Devious Charts and build information on Scylla: a new bot in its early design stage. ,14
"Osmius Allows the monitoring of heterogeneous systems using multi-platform agents distributed over a network. Includes news, downloads and a development weblog. ",12
IPIPI Offers international SMS services to send two-way text messages between computers and mobile phones. ,10
"Peter Gursky PhD student at University of Pavol Jozef ÃÂ afÃÂ¡rik, Slovakia ",3
"The WWW Security FAQ Includes securing your server, protecting confidential documents on your site, safe CGI programming, client security, and privacy. ",15
"Seering Media Web and print design, using Flash, audio, and Java applications. ",9
Infinidox Offers non-vendor information security certifications. ,6
"Urbanomic Offers web development, prototyping, and consultancy services. Specializing in flash, dynamic flash and database-driven websites, we have experience in all areas of web technology. ",11
"Nine Mile Studio Offers design, hosting and database integration. Located in British Columbia, Canada. ",9
"Certification Crazy IT professional shares his collection of links to free study guides, practice questions, and other resources and offers advice to help others studying for the certifications he has earned. ",6
"McConnel Technology and Training Center Provides education from beginner level up through CompTIA. Located in Kentucky, United States. ",6
"The Robot Store Mondo-tronics' online store. Sells a variety of hobby and professional robots, robot kits, components, and books. ",14
"The Classic Font Company Classical font designs, postscript Type-1, TrueType, Acorn outline fonts, high quality typography, classical type designs. ",7
"MasterSoft Power Image Inc Provide Super DVD Creator, DVD Player, DVD Ripper, Clone DVD, DVD to iPod Ripper, Video Converter for formats in AVI/DivX/Wmv/Rm/Mpg to DVD or VCD/SVCD. ",11
XML Linking and Style Describes the interaction of XLink linking elements and styling. Provides a clear conceptual model for linking and styling and suggestions for the practical application of that model using current W3C Recommendations. [W3C NOTE 5 June 2001] ,5
Brainbench - Project Management Assessment tests on project management concepts. ,6
"MVB Fonts Publisher of original typeface designs available in PostScript Type 1 format for Macintosh and PC. Information on character sets and formats, downloads, ordering, and contact information. ",7
"Buss, Jonathan University of Waterloo. ",3
"Canorus Music score editor, sharing some of the same developers as NoteEdit. Site includes a wiki, downloads, feature list, bug tracker, and development information. (C++) [Cross-platform] ",12
OpenQM A MultiValue/Pick database available both as a fully supported commercial product and in open source form for the GNU/Linux version. Developed by Ladybridge Systems Ltd. ,16
Machine Learning and Dragons - a Game A game programmed using evolutionary algorithm-based methodology allowing the game to learn by the player's decisions. There is also a method to use the alternative reinforcement learning decision tree to be used as well. Sourcecode is available for download. Python and Pygame are machine requirements. [GPL] ,0
VectorPlug-ins Shareware and Freeware plug-ins that add new palette tools and commands to VectorWorks. ,1
MacWorkshops Provides hands-on workshop-based training in Mac OS X operating systems with classes focused on real-world integrations and solutions. ,4
"SQL Database Connection Strings Database terms glossary and online reference for various ADO and ADO.NET SQL database connection strings for MS SQL Server, MS Access, MySQL, Oracle. ",13
"Z Microsystems Custom field-ready computers, LCD monitors, and mass storage devices. ",10
NetSender An instant messaging system for Microsoft networks. (Visual Basic) [Windows NT/2000/XP] ,12
Digital Nuts Provides ringtone in keypress format. ,10
Tutorial in Brainfuck Programming Tutorial and the source code for a 171 bytes long Brainfuck compiler. ,13
Ashutosh Trivedi PhD Student at University of Warwick ,3
"Autopilot A complete Unmanned Aerial Vehicle (UAV) control system with 3 axis IMU/INS+GPS. Autopilot is Free Software and, along with the associated hardware designs, is licensed under the GNU GPL. ",14
"Intelligent Autonomous Systems Group University of Amsterdam group that studies methodologies to create intelligent autonomous systems, which perceive their environment through sensors and use that information to generate intelligent, goal-directed behaviour. ",14
XSLT and ASP.NET This article covers XSLT and .NET in great depth. Useful for the beginner. Includes code. ,5
"OpenRADIUS Site announces the development and upcoming release of an open, flexible, modular and powerful server and proxy. Feature list and author's contact information. ",15
Switch-CERT Swiss CERT-Team from the Swiss research network (Switch). ,15
Tonec. Provides custom programming and design services. Highlights skills and offers downloadable sample applications. ,2
SS Information Systems Dongle-based copy protection system. ,16
"USC Robotics Research Lab Part of the University of Southern California Center for Robotics and Embedded Systems. Research includes multi-robot interaction, coordination, and communication; humanoid robotics; and software development. ",14
Palaestra Training Offers training videos for certification preparation. ,6
"Onion Routing A product of the US Navy Research Lab, the Onion Routing is an Internet based system to prevent eavesdropping and traffic analysis attacks. It is now ""off-line"" but listed in the ODP for completeness and potential new developments. ",15
"uniLETIM Online transaction and announcing processing for community exchange groups such as LETS or TimeBank. Support, download, and demo pages are provided.(PHP,MySQL) ",12
2thumbsWAP.com WAP directory and search engine. ,10
"T-sign.com Vienna/Los Angeles: T-sign.com is an international and innovative web design company, which has concentrated on structuring, designing and programming Internet solutions in Flash. ",11
Borland VisiMessage FAQ VisiMessage is Borland's JMS implementation and part of the Borland App Server. ,13
"Nodalspace.net Will review your web site and make recommendations on how to improve its effectiveness. Also offers multi-media design, custom programming, and system administration. ",4
"Lieves!Tuore Home of MYMPlay. Available for MSX, ZX Spectrum and Amstrad CPC. ",11
"DBLP: Logic Programming A bibliography on logic programming is supplemented with a survey of conferences, journals, series of books, organizations and related subjects. ",13
Praxis Systems Network monitoring software to evaluate services delivered to end users. ,10
"Yang, Hongji De Montfort University - Reverse engineering, maintenance, program transformation, metrics. ",3
"Taiwan Video System Specializes in industrial LCD and POS monitors, and CCTV monitor/camera. ",8
RoperResources A manufacturers' representative for remote operated vehicles and robotics for a variety of underwater and land based applications. ,14
"Cause, chance and Bayesian statistics Briefing document with a short survey of Bayesian statistics ",0
"XTGate Web Development Company Provides web and website development, logo and graphic design, flash animation, and corporate identity. ",9
"Florida A&amp;M University, Tallahassee Computer and Information Sciences Department. ",3
"Home &amp; Office Computer Services UNIX systems: SUN OS, Solaris, HP_UX, AIX and Linux, web development and hosting, network design. Serves the San Gabriel Valley. ",4
Associated Software Corporation Developer of interactive voice response solutions for businesses in online and offline customer service industries. ,5
"RFC 1200 IAB Official Protocol Standards. Defense Advanced Research Projects Agency, Internet Activities Board. April 1991. ",9
A Compendium of NP Optimization Problems This is a preliminary version of the catalog of NP optimization problems. ,3
RES Magazine covering news and information on digital filmmaking. ,11
