file_name,text,class,Y
1609185.txt,"Doctor's Guide Personal Edition is your one comprehensive source for peer-reviewed literature, case studies, webcasts. ",Medicine,4
Health_1626843.txt,"Planned Parenthood Association of Bucks County Reproductive healthcare and pro-choice advocacy. News, events calendar, volunteer opportunities, and a list of clinic locations. ",Reproductive,11
1579921.txt,International Bodhidharma Chi-Kung Society Eagle in the Nest chi-kung taught by Yeshe Gyatso. United Kingdom and Czechoslovakia. Multilingual site. ,Alternative,1
Health_and_Safety_1625664.txt,Prince George Search and Rescue A group of trained volunteers who share responsibility in searching for lost individuals and the recovery of injured persons involved in ground and inland water search and rescue. Based in Prince George. ,Public,10
Health_and_Safety_1625538.txt,National Association of EMS Physicians Homesite for the National Association of EMS Physicians. ,Public,10
Health_1627164.txt,First Choice Clinic Located in Fargo. Confidential informed consent counseling about abortion and alternatives. Referrals for medical and financial assistance. Pregnancy tests and counseling provided free of charge. Doppler and Ultrasound imaging for women considering options. ,Reproductive,11
1619027.txt,"Kathrynne Holden, MS, RD Information about nutrition and Parkinson's Disease from a Registered Dietitian who specializes in the field of gerontology and Parkinson's. ",Nutrition,7
1617869.txt,"University of Pretoria Department of Nursing Science. Undergraduate degree. Admission requirements, program outline, and contact information. Pretoria, South Africa. ",Nursing,6
Health_1628732.txt,"Cedar Falls Lutheran Home (CFLH) A nursing home located in Cedar Falls, Iowa, dedicated to providing care in a Christian Environment. ",Senior,12
1623014.txt,"RB Sten-Tel Medical Transcription Services About the medical and outsourcing transcription services offered by this Doylestown, Pennsylvania company. ",Professions,9
and_Diseases_1601124.txt,University of Washington: Werner Syndrome Images of persons with this disease and diagnostic criteria for WRN and contact information for a central repository of WS data and research and materials. ,Conditions,3
1582966.txt,"Michael A. Visconti, AP, ND Physician and Acupuncturist located west of Orlando in Clermont, FL. ",Alternative,1
Health_1614137.txt,"Psychological Consultants and Affiliates, Inc. Offering general counseling as well as substance abuse recovery services, with details of staff, insurance, and conditions treated. Newark, Ohio. ",Mental,5
Health_1628671.txt,"Colorado Assisted Living Homes LLC Assisted living in Littleton, CO. Photos, services, links to state, federal and professional web sites of interest to seniors, and contact information. ",Senior,12
1618806.txt,"Nursing, Midwifery and Allied Health Professions Research Unit for Scotland Overview of newsletters, staff, publications and research activity. ",Nursing,6
1620432.txt,CenterWatch: BiDil Listing for FDA approved drug therapies archives from CenterWatch. (isosorbide dinitrate/hydralazine hydrochloride) ,Pharmacy,8
and_Diseases_1591870.txt,"Heart Site.com Explains what a heart attack is, the symptoms, what to do if one is suspected, hospital care, treatments and medication. ",Conditions,3
1588076.txt,Dale Animal Hospital Companion animal veterinary clinic. Office hours and a list of services. Sioux Falls. ,Animal,2
1623557.txt,"RERC on Prosthetics and Orthotics This Rehabilitation Engineering Research Center is located at Northwestern University and is dedicated to the improvement of prostheses and orthoses, fitting and manufacturing processes, and increasing basic understanding of human-machine systems. ",Professions,9
1623267.txt,Columbia University USA MS degrees in Occupational Therapy ,Professions,9
1620950.txt,Famvir (Famciclovir) Full prescribing information from RxList. ,Pharmacy,8
1621323.txt,Loxapine Succinate Full prescribing information from RxList. ,Pharmacy,8
and_Diseases_1602055.txt,"Stinger Nets News from all the world dealing with jellyfish invasions, plus possible solutions to this problem. ",Conditions,3
Health_1626706.txt,"Coalition for Post Tubal Women Information about possible adverse effects of tubal ligation, sponsored by a doctor who offers treatment. ",Reproductive,11
Health_1628803.txt,"Heart to Home inc. Provides senior care, memory care, and Alzheimer's care in a residential setting throughout the Twin Cities (MN) metro area. Find details about the facility and the services offered. Located in Mendota Heights, MN. ",Senior,12
Health_1616350.txt,"Autism Support Group of Northeast Arkansas Enabling parents, educators and professionals to come together to gain strength and knowledge from each other while helping to educate the community about disorders on the Autism Spectrum. ",Mental,5
1579058.txt,Aculaser Treatment Centers Ohio based clinic claims their laser acupuncture treats smoking. ,Addictions,0
Health_and_Safety_1625106.txt,NC Prehospital Medical Information System PreMIS is an electronic patient care record being created by the State for use by every EMS provider in North Carolina. ,Public,10
1582453.txt,"Esalen Massage and Bodywork Association An organization supporting the Esalen technique through training, videos, and a directory of practitioners. Big Sur, California. ",Alternative,1
1618009.txt,"California State University, Sacramento Division of Nursing. Prerequisites for the bachelor's and master's degrees and course catalog information available. Faculty directory and contact information. ",Nursing,6
Health_1628619.txt,"Villa Blanca, LLC Assisted living, hospice and Alzheimer's care in Santa Barbara, CA. Video tour, photos, a description of activities, staff and services, and contact information. ",Senior,12
1582959.txt,"Keegan Sheridan N.D. Dr. Keegan Sheridan, N.D., a doctor in private practice in Beverly Hills, California. ",Alternative,1
1622270.txt,"Iowa Board of Pharmacy Examiners Licensure information and applications for pharmacists, pharmacies, wholesalers, CSA, technicians and interns in the state of Iowa, including rules and regulations. ",Pharmacy,8
1620763.txt,Mircette Official site from Duramed Pharmaceuticals. Includes prescribing and brief patient information. ,Pharmacy,8
Health_and_Safety_1625516.txt,"Indiana University Emergency Medical Services Includes overview, officers, events, membership, and pictures. ",Public,10
Health_and_Safety_1625052.txt,Tom Price Fire &amp; Rescue Located in the Pilbara region of Western Australia. Find information and forums on this service run by Hamersley Iron Pty Ltd and FESA. ,Public,10
Health_and_Safety_1623689.txt,"Canadian Poisonous Plants Information System Plants poisonous to livestock, pets and humans in Canada. Also has links to other poisonous plant resources. ",Public,10
1623192.txt,Occupational Therapy Resources Resources and links relevant to OT in schools. ,Professions,9
and_Diseases_1601393.txt,"MedlinePlus: Severe Acute Respiratory Syndrome News, links and information from The United States National Library of Medicine. ",Conditions,3
Health_1628719.txt,"Long Term Care Resources Lists all Illinois-licensed Nursing Homes, provides information regarding Medicare, Medicaid, Advance Directives, DNR, Resident Rights, Hospice, Home Health and other long term care alternatives. ",Senior,12
1617927.txt,"University of Bradford School of Health Studies. Offers courses in nursing, midwifery and women's health, located in one of the ten largest cities in Britain. ",Nursing,6
1583498.txt,Atlantis Rising Leonie and Warwick offer Seichem training courses in Wyongah. History of style and other healing modalities. ,Alternative,1
1579050.txt,"Jack Sparks Hypnosis and tapes. Located in Burlingame, California. No quit effectiveness claim made. ",Addictions,0
Health_1627131.txt,"Hope Pregnancy Center Located in Los Alamos. Offers pregnancy tests, peer counseling and education, referrals, post-abortion recovery, and practical help. ",Reproductive,11
Health_and_Safety_1626081.txt,Weymouth Canoe Lifeguards A voluntary unit providing safety cover for Weymouth beach on the Dorset Coast. ,Public,10
1583157.txt,"The South African Reflexology Society Contains practitioner directory, membership information, events, and history of this complementary modality. ",Alternative,1
1620857.txt,"MedlinePlus: Duloxetine Features information about dosage, usage, warnings, and side effects. ",Pharmacy,8
1579541.txt,Jade Acupuncture Anna Barak and Ralph Roberts practice acupuncture and Chinese herbal medicine in New York City. ,Alternative,1
1585812.txt,"Rhode Island Veterinary Medical Association Provides information on the association, information for veterinarians and guidance for pet owners. ",Animal,2
1577122.txt,"Al-Anon Internet Meetings - Alcoholism Net Links Links Online Al-Anon chat meetings, and email groups. ",Addictions,0
Health_1628939.txt,"Second Family Elder Care Services Care management, assessment and planning, housing and resource referrals. Nurse and Social Worker advisors helping families for 14 years. Seattle region, King and south Snohomish Counties, Washington State. ",Senior,12
1586225.txt,"Cat Care Professionals Specialist veterinary hospital in Lake Oswego, Oregon. Provides details of the services and facilities, the vets, staff, location and hours. ",Animal,2
1581413.txt,Therapeutic Touch: Does it Work? Links to sites promoting therapeutic touch and to those skeptical of it. Maintained by Eric Krieg. ,Alternative,1
1607590.txt,BMTnet Information on Bone Marrow Transplant includes a directory of personnel involved and directory of transplant centers. ,Medicine,4
Health_and_Safety_1624245.txt,"Knight Township Fire Department Contains news, live dispatch, pictures and personnel. Serves Knight Township, outside the city limits of Evansville. ",Public,10
1621856.txt,"Actonel New option for preventing and treating osteoporosis. Includes information about osteoporosis, risk factors, patient information, and full prescribing information. ",Pharmacy,8
1608672.txt,ScottHyver Visioncare A Wavefront LASIK and laser vision correction practice serving the San Jose and San Francisco Bay areas. Site features animated illustrations of procedures. ,Medicine,4
1623274.txt,"Temple University, Philadelphia, USA Offers graduate and postgraduate training in occupational therapy ",Professions,9
Health_1615017.txt,"Speech and Language Disorders The Kaufman Children's Center for Speech and Language Disorders, Inc. provides early intervention to children with communication disorders including central auditory processing disorders, autism, Asperger's, receptive and expressive language disorders, apraxia, and articulation difficulties. General overview of these disorders, symptoms and even early signs for parents of infants as well. (See index in the left column of the web site.) ",Mental,5
1618639.txt,"British Journal of Community Nursing Provides online articles, courses and subscription information. ",Nursing,6
1622477.txt,"Birthing in Awareness Provides birth and postpartum services in Johannesburg, South Africa. Details of services included in site. ",Professions,9
Health_1628782.txt,Woodland Terrace Information about this senior living residence. ,Senior,12
1588384.txt,"Sajo Farm Veterinary Hospital Small animal facility located in Virginia Beach. Provides details of the services offered, the doctors, staff, location and hours. ",Animal,2
Health_and_Safety_1626283.txt,Drowning Facts and Prevention Checklist - Hawaii Data on deaths in Hawaiian waters are provided. Things you can do to protect yourself and your keiki (children) from needless suffering and death by submersion. ,Public,10
1606108.txt,"Austin and Repatriation Medical Centre A tertiary referral public hospital. General information for patients, services, teaching, training and research resources. ",Medicine,4
Health_1628000.txt,Xavier's Birth Story A moms tells of going into labor at 35 weeks. Includes photographs of the events. ,Reproductive,11
Health_1617110.txt,International Primal Association Explains the aims of the organization. ,Mental,5
Health_and_Safety_1625775.txt,"Olympic Mountain Rescue A volunteer organization dedicated to saving lives through search, rescue and mountain safety education. Based in Bremerton. ",Public,10
1618520.txt,"NurseScribe Provides articles on clinical topics, writing, and professional development, and annotated links to writing tools, nursing theory, organizations, and specialties. ",Nursing,6
1587415.txt,"Cottonwood Veterinary Center Full-service small animal veterinary hospital located at Jenison. Provides details of services, staff, facilities and resources. ",Animal,2
Health_and_Safety_1624610.txt,Belgium Cold Springs Fire Department A volunteer Fire Company with an outline on their organization. Photos of apparatus and two stations with highlights on safety issues. Located in Onondaga County. ,Public,10
Health_1614905.txt,"Children and Medication for ADHD Resources Provides links to information about medication used to treat children with attention deficit disorders. Includes articles, research, organizations, and agencies. ",Mental,5
1608167.txt,"Anjali Tate, MD Gynecologist, obstetrician, specializing in menopause, osteoporosis, Ob-Gyn serving San Jose areas. ",Medicine,4
Health_1616547.txt,"The Inverted Codependent Preferences toward narcissists and psychopaths. Includes symptoms, characterology, and coping advice. ",Mental,5
Health_1627082.txt,"Daybreak Pregnancy Resource Center Offering options counseling for pregnant women, abortion recovery support groups, and other free services in downtown Boston. ",Reproductive,11
1618037.txt,Augusta State University Department of Nursing ,Nursing,6
1582244.txt,"Frederick G. Sam Clinical hypnotherapist, hypnotism demonstrations, Wilkes-Barre. FAQs, contact information. ",Alternative,1
1621569.txt,Micronor Full prescribing information from RxList. ,Pharmacy,8
1618680.txt,Emergency Nursing World Current and specific information regarding Emergency Nursing. ,Nursing,6
1619229.txt,Conjugated Linoleic Acids Information from the University of Wisconsin detailing research papers on this subject. A PDF file of research summaries is available for download. ,Nutrition,7
1620182.txt,PAH Full prescribing information from RxList. ,Pharmacy,8
1618102.txt,"Thomas Jefferson University School of Nursing. Offers a variety of graduate and undergraduate programs. Includes requirements, student handbook, and curriculum. ",Nursing,6
1622916.txt,"Silicon Valley Meditrans Services Offers the products and services provided, Medi Trans, upload zone, billing and contact information. Located in San Jose, California. ",Professions,9
1577983.txt,Tsow-Tun Le Lum Society Located in Lantzville. A residential treatment program for first nations people suffering from alcohol and drug dependency. Information on the program and services offered is available. ,Addictions,0
Health_and_Safety_1624673.txt,"Continental Village Fire Dept. A volunteer company located in the town of Garrison. Photos, statistics and history are included on this site. Located in Putnam County. ",Public,10
1607903.txt,Michigan Institute for Neurological Disorders Lists services offered by this group of neurologists. ,Medicine,4
Health_1628730.txt,Vennehjem - Home of Friends A community for retirement living developed and administered by the commitment of Aase Haugen Home to quality living in the Decorah area. ,Senior,12
1611380.txt,"Dr. Maureen A. Muecke Offering laser surgery and plastic and reconstructive surgery. Includes surgical procedure information, about the doctor, and contact information. ",Medicine,4
1612796.txt,"Ear Medical Group Located in San Antonio, Texas. Certified otolaryngologists offer hearing healthcare, including hearing aids needs, hearing loss, dizziness, ear infections, and hearing related surgery. ",Medicine,4
1618554.txt,"Intensive and Critical Care Nursing Includes scope, table of contents, abstracts, author guidelines, editorial board, sponsored events, and subscription information. ",Nursing,6
1582485.txt,"Space Coast Health Institute Massage, chiropractic, and spa therapy training. Located in West Melbourne, Florida. ",Alternative,1
1583836.txt,"Los Laureles Equine Rehabilitation Center Offers an underwater treadmill and European walker as well as ice boots. Works with veterinarians to bring horse back to full fitness. Carmel Valley, California. ",Animal,2
1582947.txt,"Ginger Nash, ND Dr. Nash is a physician practicing in North Haven, CT. ",Alternative,1
1623391.txt,"Physical Therapy Plus Out-patient facility which provides physical therapy including hand therapy, industrial rehabilitation services and athletic injury rehabilitation. ",Professions,9
Health_1617585.txt,"Rebecca Ryan Resources An online magazine that connects people and explores possibilities regarding health, ecology, personal growth, professional development, creativity, and wellness. ",Mental,5
1581776.txt,"The Deeper Well: Integrative Medicine Workshops Integrative Medicine workshops for continuing education for nurses and healthcare professionals held in Three Rivers, CA. ",Alternative,1
1619328.txt,Vitamin K: Another Reason To Eat Your Greens Article from the USDA discussing importance of Vitamin K in the consumers diet. ,Nutrition,7
Health_1628823.txt,"Laurel Healthcare Committed to providing superior medical, rehabilitation and social services in a warm, caring and culturally sensitive environment. ",Senior,12
1577148.txt,Pinellas County Al-Anon and Alateen meeting schedule. Upcoming events. ,Addictions,0
1585088.txt,Freedom Spot On for horses Permethrin fly repellent for horses applied every two weeks. How to use and product specifications. ,Animal,2
1618040.txt,"Georgia Baptist College of Nursing Offers a BSN with generic and an RN completion program. Located in Atlanta, Georgia. Includes program information, tuition and fees, faculty list, and calendar. ",Nursing,6
Health_1628221.txt,Tyler Birth story and pictures from the first three years. ,Reproductive,11
1620692.txt,"MedlinePlus: Colestipol Provides information on usage, precautions, side effects and brand names when available. Data provided by various government agencies and health-related organizations. ",Pharmacy,8
1584409.txt,"Lincospectin Sterile Solution Product information on Pharmacia's lincomycin and spectinomycin antibiotic for beef cattle, dairy cattle, swine, poultry, and sheep. ",Animal,2
Health_1628766.txt,"Cohen Florence Levine Estates Assisted living in Chelsea, MA. Photos, services and amenities, contact information and links to related specialized care and skilled nursing facilities. ",Senior,12
and_Diseases_1594479.txt,Yahoo Groups: RP Friends Discussion group where people with Retinitis Pigmentosa gather for friendship and support. ,Conditions,3
1622959.txt,"Freedom Transcription Toll free medical transcription phone system with multiple passcode, protected mailboxes, and message review. Rates and HIPPA compliance information. ",Professions,9
1621517.txt,Revia Full prescribing information from RxList. ,Pharmacy,8
1618135.txt,Edith Cowan University School of Nursing and Public Health. Offers course options in areas such as health promotion; addiction studies; occupational health and safety; postgraduate medical education; public health; and health services management. ,Nursing,6
1622391.txt,"Canadian Association of Speech-Language Pathologists and Audiologists CASLPA is the single national body that supports the needs, interests and development of speech-language pathologists and audiologists across Canada. ",Professions,9
1578481.txt,Arts and Education In Concert (AEIC) Using art and educational elements to combat drug abuse and violence by working with students from a young age. ,Addictions,0
1580516.txt,Healing Junction Alternative medical clinic in Chicago founded by Kirk Moulton. ,Alternative,1
1584811.txt,"Cattle Diseases Major cattle diseases, their causes, symptoms and treatment. ",Animal,2
and_Diseases_1601793.txt,"Sleep Disorders Provides details of medications and treatments, as well as tools and resources. ",Conditions,3
Health_and_Safety_1625531.txt,Michigan Association of Ambulance Services Coordinating many aspects of emergency services in the State of Michigan. ,Public,10
1584414.txt,Animal Pharmacy Center Collection of information sheets about medications commonly prescribed for the treatment of dog and cat medical conditions. ,Animal,2
Health_1627058.txt,Catholic Social Services Bureau Located in Lexington. Offers support and practical assistance. ,Reproductive,11
1622460.txt,Birth in Hungary Everything about birth and the fight between the doulas of Hungary and the Hungarian government for the right of giving birth at home. ,Professions,9
1621007.txt,RxList: Eulexin Full prescribing information from RxList. ,Pharmacy,8
1623264.txt,"Washington University Offers master's and doctoral programs, with details of faculty, research, and alumni. Located in St. Louis, Missouri. ",Professions,9
1611825.txt,"Laser Vaginal Rejuvenation Institute Clinic in San Antonio specializes in gynaecological cosmetic surgery. Includes FAQ, testimonials, and contact details. ",Medicine,4
1623445.txt,Southtowns Physical Therapy A web resource for patients receiving or in need of orthopedic physical therapy services. ,Professions,9
Health_1627961.txt,"HypnoBirthing of Connecticut Details the HypnoBirthing method with course descriptions, credentials, testimonials, and learner objectives. Fairfield County, Connecticut, USA. ",Reproductive,11
Health_1616381.txt,"Autism Alliance of MetroWest Provides calendar, events information, references, and support resources. ",Mental,5
1579241.txt,"Acuxo Acupuncture resource, reference, and research. Point locations and images. ",Alternative,1
Health_1628059.txt,Fetal Alcohol Syndrome Movie Online movie regarding this preventable condition. ,Reproductive,11
1605635.txt,"Lenoir Memorial Hospital Visitor services, Department descriptions and a construction update offered for hospital located in Kinston. ",Medicine,4
and_Diseases_1590173.txt,"Baylor College of Medicine: Breast Center Focuses on improving the diagnosis, detection and treatment of breast cancer. Located in Houston, Texas. ",Conditions,3
1587862.txt,"County Animal Hospital Full service small animal and exotics hospital located in Mason. Services offered include boarding and grooming, laser surgery and therapy, oncology, orthopedics, ultrasound, dentistry, surgery and internal medicine. ",Animal,2
Health_and_Safety_1625704.txt,"Texas Rope Rescue On-site training in technical rescue, confined space rescue, OSHA compliance rescue response, NFPA 1670, industrial rescue, rope rescue, cave and wilderness rescue. ",Public,10
Health_1628575.txt,"Brightview Senior Living, LLC Offers assisted and independent living facilities in several north-eastern states. Features communities, care giver tips, company profile, and FAQs. ",Senior,12
Health_1628504.txt,"Becky Dorner and Associates Nutrition consulting service focusing on long-term care; also offers professional publications, resources and survey help for long term care facilities in Ohio. ",Senior,12
1608135.txt,"ORGYN.com A comprehensive professional resource in obstetrics and gynecology, including news, conference announcements, and information about conditions, treatments, medications, public health, and medical practice. [Requires free registration.] ",Medicine,4
1583658.txt,Tibetan Pulsing Healing Shan T's World describes Tibetan Pulsing Healing developed by Swami Shantam Dheeraj. ,Alternative,1
1617956.txt,University of Manitoba Faculty of Nursing. Includes both undergraduate and graduate programs in nursing over various campus locations. ,Nursing,6
1578064.txt,DiaNova Located in Montreal. The outreach and short term treatment programs are designed to assist those with drug dependency. Services are available in both English and French. ,Addictions,0
1618900.txt,Internet Exam Offers web-based practice tests. ,Nursing,6
1621430.txt,Enduron Full prescribing information from RxList. ,Pharmacy,8
1618917.txt,The Alchemycal Pages Information on macrobiotics and healing through nutrition. Sales of books and videos. ,Nutrition,7
1620175.txt,"MedlinePlus: Diuretics, Potassium-sparing and Hydrochlorothiazide (Systemic) Features information about dosage, usage, warnings, and side effects. ",Pharmacy,8
Health_1628864.txt,"Spruce Point Assisted Living Community Spruce Point is a 47-apartment assisted living community for seniors in Florence, Oregon. ",Senior,12
Health_1615917.txt,Dr. Ron's ADD and Family Support Centre Unique and up-to-date information on ADD/ADHD and services for children and adults. ,Mental,5
Health_and_Safety_1625278.txt,Nationwide Ambulance Services Fully licensed medical transportation company that offers ambulance and mobility assistance vehicle (wheelchair coach) services. ,Public,10
1584461.txt,"Vaccine Management Guide for the Control of Enteric Redmouth Disease This bulletin gives guidance on the optimum timing of oral vaccination depending on the ERM disease cycle, the health status of the fish, the water temperature and the nutritional status of the fish. ",Animal,2
1588161.txt,"West Lynn Veterinary Clinic Services include internal medicine, surgery, radiology, ultrasound, and dentistry. Photos of the clinic, profile of the doctor, and pet care tips. Austin. ",Animal,2
1622698.txt,"Babywearing Doula Offers information about babywearing classes and services and support for pregnant, laboring, and birthing mothers. In Oklahoma City, OK. ",Professions,9
Health_and_Safety_1625213.txt,"Polk County EMS Description of department, pictures of units and stations, and call statistics. ",Public,10
Health_1615111.txt,"Labyrinth of People A supportive place for people with MPD, their families and friends. Information, personal experiences, links and a bulletin board to post advice or questions about MPD. ",Mental,5
1577330.txt,WACYPAA Western Area Conference of Young People in AA covers much of western United States and some of northwestern Mexico. It is part of ICYPAA. ,Addictions,0
1622775.txt,"Brighton College DETC accredited Medical Office Specialist distance education. Request information, take a tour and enroll online. ",Professions,9
1580637.txt,Delite Offering life coaching and NLP. Based in Ireland. ,Alternative,1
1621435.txt,"Settling Out of Focus: Life without Ritalin A short essay dealing with the controversial use of this drug for the behavioral management of children. Visual perceptions of ADHD children, critical theoretical approach to understanding how we perceive children on Ritalin. ",Pharmacy,8
Health_and_Safety_1626318.txt,Clendening History of Medicine Library: Nightingale Letters Exhibition of photographs and letters of Florence Nightingale pertaining to the history of nursing ,Public,10
1577016.txt,CyberWidows.com Offers help and resources for men and women who were betrayed by loved one due to Internet addition or cyber-affairs. ,Addictions,0
1586420.txt,"Sun Lakes Animal Clinic Small animal practice. Practice information, encyclopedia, news, emergency contact information, and frequently asked questions. ",Animal,2
Health_1616239.txt,"Texas - BrainTraining Services directed at teaching parents how to provide children with a play environment that meets their developmental needs, with a focus on meaning and relationships. ",Mental,5
Health_1628757.txt,"Eagle Pond Rehabilitation and Living Center Cape Cod based facility with specialized programs in short-term and outpatient rehabilitation, post-hospital sub-acute skilled nursing, and temporary respite care. ",Senior,12
Health_1613429.txt,"Bethel Boot Camp Offering a military discipline format including conformity to authority, structure and character development. ",Mental,5
1622444.txt,University of Western Ontario: School of Communication Sciences and Disorders Offers separate Masters degree courses in audiology and speech-language pathology. ,Professions,9
1620630.txt,"MedlinePlus: Cilostazol Provides information on usage, precautions, side effects and brand names when available. Data provided by various government agencies and health-related organizations. ",Pharmacy,8
1587944.txt,"Bend Veterinary Clinic Full service veterinary practice specializing in the health care of dogs, cats and exotics. Provides details of the services offered, the doctors, staff, location and hours. ",Animal,2
1577333.txt,GCYPAA Georgia Conference by Young People in Alcoholics Anonymous. Part of ICYPAA. ,Addictions,0
1619172.txt,CalciumÃÂ Recommendations for Osteoporosis Prevention Discusses the role of dietary and supplemented calcium in prevention of osteoporosis-related fractures. From the National Osteoporosis Foundation (NOF). ,Nutrition,7
1618608.txt,"Codeblog: Tales of a Nurse Weblog specifically for personal medical stories. Stories are submitted by email via the site, and can be submitted by health professionals or the general public. ",Nursing,6
1618990.txt,Dietsure.com Provides online analysis of consumers dietary intake and lists information on nutrients and their nutritional value. ,Nutrition,7
Health_1627541.txt,Fertility Centers of Illinois Group of physicians providing infertility diagnosis and treatment including IVF. Headquartered in Chicago with satellite offices in the suburbs. ,Reproductive,11
Health_1615627.txt,"McMan's Articles Diagnosis, treatment, lifestyle, struggles, stories, suicide prevention, issues and advocacy. ",Mental,5
1618647.txt,"Critical Care Medicine Tutorials Provides information on respiratory failure, shock, renal failure, sepsis and other body systems in a question/answer format. Includes clinical scenarios. ",Nursing,6
Health_1615332.txt,"Eating Disorder Recovery Joanna Poppink offers psychotherapy to inpatients and outpatients in California. Includes articles, self-help workbook, and research material. ",Mental,5
Health_and_Safety_1626279.txt,"Choking Instructions on the Heimlich maneuver for adults, children, infants and pregnant women. ",Public,10
1621318.txt,"Cozaar and Hyzaar Losartan potassium and losartan potassium with hydrochlorothiazide. Features hypertension resources, prescribing information, and clinical data. ",Pharmacy,8
Health_1628897.txt,"Eden Terrace of Spartanburg Community offering various levels of care for seniors and those with Alzheimer's disease; includes floor plans, rates, activities, and details on programs. ",Senior,12
1606996.txt,"Winchester Cardiology and Internal Medicine Offers the latest advances in cardiovascular diagnostic and interventional technology, internal medicine, and preventive medicine. Virginia. ",Medicine,4
Health_and_Safety_1624882.txt,"Occoquan Woodbridge Lorton Volunteer Fire Department Prince William County companies 2, 12 and 14. Includes history, membership, stations, and news. ",Public,10
1622121.txt,Urso Full prescribing information from RxList. ,Pharmacy,8
Health_1628676.txt,"Filosa Convalescent Home and Hancock Hall Information about nursing homes in Danbury, which provide long-term care, short-term skilled and intermediate geriatric care. ",Senior,12
Health_1627229.txt,"Abortion Alternatives and Crisis Pregnancy Center Located in Bristol. Pregnancy testing, clothing, community education, post-abortion support, and referrals to resources. ",Reproductive,11
Health_and_Safety_1624033.txt,"Canyon Fire Department Provides an overview, dispatch method, scanner frequency, officer roster, station location, and apparatus. Serves the community of Globe. ",Public,10
1620025.txt,"Farmamondo.com Provides pharmaceutical information to Health professionals but can be of interest to the public as well. It provides instant information on some of the most innovative recently released international medicines, the moment they are put on the market anywhere in the world, and makes possible their immediate distribution. ",Pharmacy,8
Health_and_Safety_1625629.txt,"International Critical Incident Stress Foundation - ICISF A non-profit, open membership foundation dedicated to the prevention and mitigation of disabling stress through the provision of: Education, training and support services for all Emergency Services professions. ",Public,10
Health_1627224.txt,"AAA Women's Services Two locations in Chattanooga. Pregnancy testing, peer counsel, maternity clothes, baby clothing and equipment, emergency food, ultrasound testing, post-abortion support, and referrals to resources. ",Reproductive,11
Health_1627257.txt,"Assist Pregnancy Center Located in Annandale. Pregnancy services and information, contact and event information. ",Reproductive,11
and_Diseases_1592464.txt,"Mosier, Teri Deaf attorney in Louisville, Kentucky. A resume with links and published articles on the ADA, links pages for deafness related website, links for disability related websites, links for government and legal websites. ",Conditions,3
Health_and_Safety_1623863.txt,"Brampton Fire Combat Challenge Team Background, photos, and results from the Brampton, Ontario based championship team. ",Public,10
1619037.txt,"Modugno, Bonnie, MS, RD Specializing in weight management, eating disorders and sports nutrition with a special interest in conditions related to insulin resistance. A registered dietitian, speaker and writer for both professional and lay audiences. ",Nutrition,7
1619265.txt,Vitamin B12 (Cobalamin) Summaries concerning the health benefits of vitamin B12 and its effect on the human body. ,Nutrition,7
Health_1628699.txt,"Assisted Living in Florida Directory of Adult Care Management Corporation sites in Florida, including assisted living, Alzheimer's Care, independent living, personal care, skilled nursing, senior's day care, respite care, short term care and retirement communities. Services, amenities and contact information for each location. ",Senior,12
and_Diseases_1589787.txt,"In Loving Memory of Jason Loyd Includes information on the stages and treatments of this cancer, and is dedicated to the memory of a boy who died from the disease in 2000. ",Conditions,3
1605413.txt,"Covenant Medical Centers Describes health care and medical services offered at Covenant Medical Center Cooper, Covenant Medical Center Harrison, Covenant Emergency Care Center, and at affiliated entities in Saginaw. ",Medicine,4
1621253.txt,"RxList: Tykerb (Lapatinib) Provides medication description and drug information including side effects, interactions, and patient labeling. ",Pharmacy,8
Health_1627408.txt,UBC In Vitro Fertilization Program In Vitro Fertilization Programs at the UBC Division of Reproductive Endocrinology and Infertility. ,Reproductive,11
Health_and_Safety_1625087.txt,"Fire Prevention Association of North Texas An association of fire prevention professionals and associate members interested in fire prevention, life-safety, and code development issues. Provides rosters of members, directors, and officers. ",Public,10
Health_1616938.txt,"Grief and Loss Offering articles, discussions, resources and tools for coping with grief and the loss of a loved one. ",Mental,5
1619368.txt,"Healthy Kids Challenge A not for profit organization that offers teaching resources, best practices, training and conferences for people dealing with children and/or their food and health. ",Nutrition,7
1623231.txt,"Alabama Occupational Therapy Association Includes details of local education programs, special interest sections, local contacts, newsletter and continuing education courses. ",Professions,9
Health_1616275.txt,"Pryor Consulting Providing applied behavioral analysis and treatment for children with Autism or Aspergers in Utah, Montana, and the surrounding areas. ",Mental,5
Health_1628552.txt,"Chelsea Senior Living Corporation providing New York and New Jersey facilities offering assisted living, memory impairment and behavioral health programs. Facility descriptions, contact information, and information on programs, services, activities and dining. ",Senior,12
Health_and_Safety_1624638.txt,"Brookfield Fire Dept Located in Brookfield, NY. Includes photos, how to use a fire extinguisher, fire safety and prevention, and common equipment. ",Public,10
1612805.txt,"Rhinocare Laser procedures, treatment for nasal and sinus disorders. ",Medicine,4
and_Diseases_1589668.txt,"Telematics Services in Cancer TeleSCAN offers access to resources aimed for European oncologists. Provides links, general information and an intra-site search tool for specific diseases. ",Conditions,3
1583037.txt,"California Naturopathic Doctors Association (CNDA) Professional association in California that provides consumer and professional information, a database of members, and undertakes government relations. ",Alternative,1
